Sam,Collection date,Collection month,Individual ID,Age,Species = grey seal,Sex,How it was found,Cause of death,"County, see https://sv.wikipedia.org/wiki/L%C3%A4nsbokstav ","Sea area: BV= Bothnian Bay, BH= Bothnian Sea, EÖ= Main Baltic Proper, VH= Swedish West coast",,Autopsy date,Weight,Length,Blubber thickness,Status of the uterus,,Pregnant (x) or not (0),PS,CA,,Pregnancy status,,Fetus length from nose to tail,Fetus crown-rump length
Fyndår,Fynddatum,Fyndmånad,Nr,Ålder (formel),Art,Kön,Fyndomständighet,Dödsorsak,Län,Havsområde BV BH EÖ VH,Hel kropp 0/x,Undersökningsdatum,Kroppsvikt kg,Kroppslängd cm,Späck (mm),Uterusstatus,Uterus/Sten/Ockl/Leio,Dräktig 0/x,Placentaärr,CA,CL,Dräktighetsstatus HELCOM,Postpartum dräktig HELCOM,Foster längd (cm) nossvans,Foster längd (cm) crownrump
2005,14/05/2005,5,C2005/05297,6,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,15/09/2006,125,150,30,juvenil,,0,Nej,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2005,14/05/2005,5,C2005/05298,3,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,15/09/2006,70,140,30,,,,,,,,,,
2005,14/05/2005,5,C2005/05299,8,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,15/09/2006,146,175,40,postpartum,,,Ja,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05300,7,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,20/09/2006,155,170,50,postpartum,,,Ja,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05301,11,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,20/09/2006,150,175,50,,,,,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05302,6,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,21/09/2006,110,167,40,postpartum,,0,Ja,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05303,4,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,21/09/2006,110,147,30,juvenil,,0,Nej,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2005,14/05/2005,5,C2005/05304,13,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,21/09/2006,153,155,30,postpartum,,0,Ja,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05305,16,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,22/09/2006,110,150,35,,,,,,,Organ saknas/ej bedömt,,,
2005,14/05/2005,5,C2005/05306,12,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,22/09/2006,135,180,35,,,,,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05307,6,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,26/09/2006,105,165,30,postpartum,,0,Ja,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05308,9,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,26/09/2006,145,190,25,postpartum,,0,Ja,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05309,1,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,26/09/2006,70,140,30,,,,,,,,,,
2005,14/05/2005,5,C2005/05310,11,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,26/09/2006,125,145,40,postpartum,,0,Ja,,Ja,Preimplantationsperiod,,,
2005,14/05/2005,5,C2005/05311,17,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,26/09/2006,165,160,55,postpartum,,0,Ja,,Ja,Preimplantationsperiod,,,
2005,30/04/2005,4,C2005/05312,16,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,26/09/2006,,168,55,postpartum,,0,Ja,,Ja,Preimplantationsperiod,,,
2005,23/11/2005,11,C2005/05313,15,Gråsäl,Hona ,Jakt,Skjuten,X,BH,0,02/10/2006,133,184,50,,,x,,,Ja,Dräktig,,50.5,
2005,18/08/2005,8,C2005/05315,9,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,02/10/2006,113,167,65,postpartum,,x,Ja,,Ja,Dräktig,,,5.3
2005,02/08/2005,8,C2005/05316,1,Gråsäl,Hona,Jakt,Skjuten,C,BH,0,03/10/2006,40,126,30,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2005,02/08/2005,8,C2005/05317,0,Gråsäl,Hona,Jakt,Skjuten,C,BH,0,03/10/2006,65,125,60,,,,,,,Juvenil,Juvenil uterus,,
2005,18/08/2005,8,C2005/05318,0,Gråsäl,Hane,Jakt,Skjuten,C,BH,0,03/10/2006,,,,,,,,,,,,,
2005,18/08/2005,8,C2005/05319,0,Gråsäl,Hane,Jakt,Skjuten,C,BH,0,03/10/2006,60,123,50,,,,,,,,,,
2005,28/11/2005,11,C2005/05320,6,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,03/10/2006,,,,,,,,,,,,,
2005,02/08/2005,8,C2005/05331,0,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,30/11/2006,,126,35,,,,,,,,,,
2005,04/10/2005,10,C2005/05332,2,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,0,29/01/2008,65,145,40,juvenil,,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2005,09/08/2005,8,C2005/05333,ej käke,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,29/01/2008,65,145,30,,,,,,,,,,
2005,12/11/2005,11,C2005/05334,2,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,0,31/01/2008,65,155,,juvenil,,0,Nej,,,Juvenil,Juvenil uterus,,
2005,12/11/2005,11,C2005/05335,6,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,0,31/01/2008,135,196,,,,x,,,Ja,Dräktig,,28.5,
2005,03/11/2005,11,C2005/05336,7,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,01/02/2008,150,195,50,,,,,,,,,,
2005,23/11/2005,11,C2005/05337,5,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,01/02/2008,140,185,60,,,,,,,,,,
2005,23/11/2005,11,C2005/05338,18,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,0,08/02/2008,150,195,60,,,x,,,Ja,Dräktig,,45,
2005,02/10/2005,10,C2005/05340,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,19/03/2008,53,120,35,,,,,,,,,,
2005,01/05/2005,5,C2005/05341,ej käke,Gråsäl,Hane,Strandad,,M,EÖ,0,27/03/2008,,,,,,,,,,,,,
2005,02/10/2005,10,C2005/05344,2,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,31/03/2008,78,162,40,,,,,,,,,,
2005,15/04/2005,4,C2005/05345,0,Gråsäl,Hane,Strandad,,E,EÖ,x,03/04/2008,16.1,90,13,,,,,,,,,,
2005,02/10/2005,10,C2005/05375,2,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,16/05/2008,73,145,30,,,,,,,,,,
2005,23/11/2005,11,C2005/05376,6,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,29/05/2008,135,185,70,,,,,,,,,,
2005,24/08/2005,8,C2005/05379,2,Gråsäl,Hane,Strandad,,M,EÖ,0,14/10/2008,,,20,,,,,,,,,,
2005,12/09/2005,9,C2005/05381,4,Gråsäl,Hane,Strandad,,M,EÖ,0,14/10/2008,,185,40,,,,,,,,,,
2005,14/09/2005,9,C2005/05382,11,Gråsäl,Hane,Strandad,,M,EÖ,0,14/10/2008,,165,20,,,,,,,,,,
2004,24/03/2004,3,C2006/05002,0,Gråsäl,Hona,Strandad,Okänd,M,EÖ,0,2006-5002,,105,,,,,,,,Juvenil,Juvenil uterus,,
2005,23/10/2005,10,C2006/05003,0,Gråsäl,Hane,Fiskeredskap,Drunkning,K,EÖ,x,11/04/2006,40.5,123,17,,,,,,,,,,
2006,17/04/2006,4,C2006/05004,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,20/04/2006,50,120,50,,,,,,,,,,
2006,19/04/2006,4,C2006/05005,0,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,21/04/2006,14.9,87.5,15,,,,,,,,,,
2006,22/04/2006,4,C2006/05006,0,Gråsäl,Hona,Strandad,Svält,AB,EÖ,x,24/04/2006,11.6,93.5,2,,,,,,,Juvenil,Juvenil uterus,,
2006,20/04/2006,4,C2006/05007,10,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,24/04/2006,200,195,45,,,,,,,,,,
2006,27/04/2006,4,C2006/05008,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,02/05/2006,36.6,109.5,35,,,,,,,Juvenil,Juvenil uterus,,
2006,26/04/2006,4,C2006/05009,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,08/05/2006,27.8,105.5,20,,,,,,,Juvenil,Juvenil uterus,,
2006,26/04/2006,4,C2006/05010,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,03/05/2006,35.1,110,27,,,,,,,,,,
2006,06/05/2006,5,C2006/05011,#N/A,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,08/05/2006,45,110,30,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,27/04/2006,4,C2006/05012,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,09/05/2006,34.1,114.5,30,,,,,,,,,,
2006,29/04/2006,4,C2006/05013,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,11/05/2006,30.1,107,30,,,,,,,Juvenil,Juvenil uterus,,
2006,29/04/2006,4,C2006/05014,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,12/05/2006,22.9,100,20,,,,,,,Juvenil,Juvenil uterus,,
2006,11/05/2006,5,C2006/05015,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,16/05/2006,33.1,112,28,,,,,,,,,,
2006,15/05/2006,5,C2006/05016,0,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,17/05/2006,28,109,18,,,,,,,,,,
2006,15/05/2006,5,C2006/05017,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,22/05/2006,22.2,98.5,20,,,,,,,Juvenil,,,
2006,,,C2006/05018,0,Gråsäl,Hane,Fiskeredskap,Avliv.fiskeredskap,AB,EÖ,x,24/05/2006,28.9,111.5,24,,,,,,,,,,
2006,22/05/2006,5,C2006/05019,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,29/05/2006,28.2,107.5,18,,,,,,,Juvenil,,,
2006,22/05/2006,5,C2006/05020,0,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,30/05/2006,29,108,20,,,,,,,,,,
2006,23/05/2006,5,C2006/05021,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,30/05/2006,35.2,112,27,,,,,,,Juvenil,,,
2006,27/05/2006,5,C2006/05022,0,Gråsäl,Hane,Fiskeredskap,Drunkning,C,BH,x,31/05/2006,29.2,113.5,18,,,,,,,,,,
2006,20/05/2006,5,C2006/05023,0,Gråsäl,Hona,Fiskeredskap,Drunkning,I,EÖ,x,07/06/2006,30.7,108,22,,,,,,,Juvenil,Juvenil uterus,,
2006,03/05/2006,5,C2006/05024,0,Gråsäl,Hane,Fiskeredskap,Drunkning,I,EÖ,x,08/06/2006,23.9,106.5,12,,,,,,,,,,
2006,07/06/2006,6,C2006/05025,0,Gråsäl,Hane,Fiskeredskap,Drunkning,C,BH,x,09/06/2006,44.2,120.5,29,,,,,,,,,,
2006,11/06/2006,6,C2006/05026,0,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,14/06/2006,37.3,122,22,,,,,,,,,,
2006,11/06/2006,6,C2006/05027,0,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,14/06/2006,37.2,115.5,26,,,,,,,,,,
2006,12/07/2006,7,C2006/05028,0,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,26/07/2006,35,113,18,,,,,,,Juvenil,Juvenil uterus,,
2006,05/05/2006,5,C2006/05029,#N/A,Gråsäl,Hane,Fiskeredskap,Drunkning,C,BH,x,31/07/2006,22,104,24,,,,,,,,,,
2005,18/04/2005,4,C2006/05030,0,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,04/09/2006,30.2,110,24,,,,,,,Juvenil,Juvenil uterus,,
2005,26/08/2005,8,C2006/05032,8,Gråsäl,Hane,Strandad,Leverskada kakexi,C,BH,x,06/09/2006,53.2,156,5,,,,,,,,,,
2006,17/09/2006,9,C2006/05033,18,Gråsäl,Hane,Jakt,Skjuten,X,BH,x,19/09/2006,177,200.5,38,,,,,,,,,,
2006,17/09/2006,9,C2006/05034,8,Gråsäl,Hane,Jakt,Skjuten,X,BH,x,20/09/2006,139,182.5,35,,,,,,,,,,
2006,02/10/2006,10,C2006/05036,2,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,04/10/2006,65,153,45,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,02/10/2006,10,C2006/05037,0,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,04/10/2006,40,126,25,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2002,14/08/2002,8,C2006/05038,0,Gråsäl,Hona,Avlivad,Avlivad,AC,BV,x,04/10/2006,31.4,110,25,,,,,,,Juvenil,Juvenil uterus,,
2006,02/10/2006,10,C2006/05039,20,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,05/10/2006,225,216,60,,,,,,,,,,
2006,02/10/2006,10,C2006/05040,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,05/10/2006,75,158,40,,,,,,,,,,
2006,02/10/2006,10,C2006/05041,1,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,05/10/2006,75,162,45,,,,,,,,,,
2006,05/10/2006,10,C2006/05042,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,05/10/2006,55,146,40,,,,,,,,,,
2006,02/10/2006,10,C2006/05043,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,05/10/2006,65,141,50,,,,,,,,,,
2006,02/10/2006,10,C2006/05044,0,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,05/10/2006,65,130,55,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,02/10/2006,10,C2006/05045,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,05/10/2006,75,135,40,,,,,,,,,,
2006,02/10/2006,10,C2006/05046,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,05/10/2006,75,135,50,,,,,,,,,,
2006,13/08/2006,8,C2006/05047,5,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,11/10/2006,65,125,35,,,x,,,Ja,Dräktig,,,2.5
2006,11/06/2006,6,C2006/05048,10,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,11/10/2006,125,180,40,,,,,,Ja,Preimplantationsperiod,,,
2006,11/06/2006,6,C2006/05049,3,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,11/10/2006,85,145,45,juvenil,,0,Nej,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2006,11/10/2006,10,C2006/05050,18,Gråsäl,Hane,Jakt,Skjuten,X,BH,x,13/10/2006,164.6,197,35,,,,,,,,,,
2006,18/05/2006,5,C2006/05051,<20,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,16/10/2006,100,180,40,,,,,,Ja,Preimplantationsperiod,,,
2006,18/05/2006,5,C2006/05052,2,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,16/10/2006,70,150,30,juvenil,,0,Nej,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2006,20/05/2006,5,C2006/05053,1,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,17/10/2006,60,122,35,juvenil,,0,Nej,,,Juvenil,Juvenil uterus,,
2006,20/05/2006,5,C2006/05054,7,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,17/10/2006,125,170,,postpartum ,,0,Ja,,Ja,Preimplantationsperiod,,,
2006,18/05/2006,5,C2006/05055,3,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,17/10/2006,60,160,10,,,,,,,,,,
2006,20/05/2006,5,C2006/05056,1,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,17/10/2006,83,147,40,,,,,,,,,,
2006,18/05/2006,5,C2006/05057,10,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,17/10/2006,180,210,50,,,,,,Ja,Preimplantationsperiod,,,
2006,20/04/2006,4,C2006/05058,#N/A,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,18/10/2006,15.4,97,10,,,,,,,Juvenil,,,
2006,24/06/2006,6,C2006/05059,0,Gråsäl,Hane,Fiskeredskap,Avlivad i fiskeredskap,X,BH,x,19/10/2006,40.8,122,25,,,,,,,,,,
2006,02/08/2006,8,C2006/05060,15,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,24/10/2006,157,145,55,dräktig,,x,,,Ja,Dräktig,,,
2006,03/08/2006,8,C2006/05061,12,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,24/10/2006,175,170,60,dräktig,,x,,,Ja,Dräktig,,8,
2006,20/05/2006,5,C2006/05062,1,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,25/10/2006,55,150,20,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,20/05/2006,5,C2006/05063,1,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,25/10/2006,50,125,30,juvenil,,0,Nej,,,Juvenil,Juvenil uterus,,
2006,03/08/2006,8,C2006/05064,2,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,25/10/2006,70,150,30,,,,,,,,,,
2006,21/05/2006,5,C2006/05065,8,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,25/10/2006,100,160,40,,,,,,Ja,Preimplantationsperiod,,,
2006,22/10/2006,10,C2006/05066,13,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,01/11/2006,162,190,50,,,,,,,,,,
2006,14/10/2006,10,C2006/05067,2,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,01/11/2006,60,150,40,,,,,,,,,,
2006,24/10/2006,10,C2006/05068,13,Gråsäl,Hane,Fiskeredskap,"Drunkning, trål",X,BH,0,01/11/2006,150,188,45,,,,,,,,,,
2006,18/10/2006,10,C2006/05069,19,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,01/11/2006,162,198,50,,,,,,,,,,
2006,15/10/2006,10,C2006/05070,14,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,01/11/2006,160,206,50,,,,,,,,,,
2006,18/07/2006,7,C2006/05071,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,02/11/2006,33.2,114,22,,,,,,,Juvenil,Juvenil uterus,,
2006,24/09/2006,9,C2006/05072,15,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,14/11/2006,250,230,50,,,,,,,,,,
2006,13/11/2006,11,C2006/05073,#N/A,Gråsäl,Hona,,,X,,x,16/11/2006,0.1767,44,,,,,,,,Juvenil,,,
2006,22/04/2006,4,C2006/05074,6,Gråsäl,Hona,Jakt,Skjuten,E,EÖ,0,22/11/2006,95,160,40,,,,,,Ja,Preimplantationsperiod,,,
2006,12/06/2006,6,C2006/05075,>25,Gråsäl,Hona,Jakt,Skjuten,E,EÖ,0,22/11/2006,110,180,35,,,,,Ja,Ja,Preimplantationsperiod,,,
2006,2006-06-00,6,C2006/05076,0,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,0,23/11/2006,28,107,25,,,,,,,Juvenil,Juvenil uterus,,
2006,13/05/2006,5,C2006/05078,2,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,27/11/2006,71,148,25,,,,,,,,,,
2006,22/05/2006,5,C2006/05079,2,Gråsäl,Hane,Jakt,Skjuten,BD,BV,,27/11/2006,90,168,30,,,,,,,,,,
2006,24/11/2006,11,C2006/05080,0,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,30/11/2006,43.6,124,30,,,,,,,,,,
2006,18/05/2006,5,C2006/05081,3,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,30/11/2006,90,170,35,,,,,,,,,,
2006,25/05/2006,5,C2006/05082,0,Gråsäl,Hona,Fiskeredskap,Drunkning,?,,x,19/12/2006,27.1,105.5,17,,,,,,,Juvenil,Juvenil uterus,,
2006,02/09/2006,9,C2006/05083,5,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,04/01/2007,80,145,50,,,x,,,Ja,Dräktig,,15.2,
2006,24/09/2006,9,C2006/05084,4,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,04/01/2007,97,150,40,juvenil,,0,Nej,Nej,Ja,Ej dräktig,Juvenil uterus,,
2006,30/08/2006,8,C2006/05085,15,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,05/01/2007,151,170,70,postpartum ,,0,Ja,,Ja,Ej dräktig,,,
2006,14/07/2006,7,C2006/05086,1,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,05/01/2007,71.5,177,17,,,,,,,,,,
2006,15/06/2006,6,C2006/05087,4,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,0,05/01/2007,125,165,30,,,,,,Ja,Preimplantationsperiod,,,
2006,30/04/2006,4,C2006/05088,0,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,11/01/2007,35,132,40,,,,,,,,,,
2006,12/06/2006,6,C2006/05089,0,Gråsäl,Hane,Jakt,Skjuten,H,EÖ,0,11/01/2007,38,101,35,,,,,,,,,,
2006,30/09/2006,9,C2006/05090,1,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,24/01/2007,55,130,25,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,20/07/2006,7,C2006/05091,2,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,0,24/01/2007,125,167,50,,,,,,,,,,
2006,30/09/2006,9,C2006/05092,3,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,25/01/2007,55,130,25,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,02/07/2006,7,C2006/05093,3,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,25/01/2007,55,135,35,juvenil,,0,Nej,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2006,17/04/2006,4,C2006/05094,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,31/01/2007,40,110,30,,,,,,,,,,
2006,05/06/2006,6,C2006/05095,0,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,31/01/2007,40,120,40,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,05/06/2006,6,C2006/05096,0,Gråsäl,Hona,Jakt,Skjuten,AB,EÖ,0,01/02/2007,30,100,20,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,05/06/2006,6,C2006/05097,0,Gråsäl,Hane,Jakt,Skjuten,AB,EÖ,0,01/02/2007,35,110,30,,,,,,,,,,
2006,25/10/2006,10,C2006/05098,18,Gråsäl,Hane,Jakt,Skjuten,H,EÖ,0,05/02/2007,153,199,30,,,,,,,,,,
2006,15/10/2006,10,C2006/05099,0,Gråsäl,Hane,Jakt,Skjuten,H,EÖ,0,05/02/2007,52,136,35,,,,,,,,,,
2006,30/05/2006,5,C2006/05100,ej käke,Gråsäl,Hane,Jakt,Skjuten,C,BH,0,12/02/2007,42,110,45,,,,,,,,,,
2006,30/05/2006,5,C2006/05101,0,Gråsäl,Hona,Jakt,Skjuten,C,BH,0,12/02/2007,40,100,45,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,08/06/2006,6,C2006/05102,17,Gråsäl,Hane,Jakt,Skjuten,C,BH,0,14/02/2007,180,200,60,,,,,,,,,,
2006,26/05/2006,5,C2006/05103,4,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,14/02/2007,,139,32,juvenil,,0,Nej,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2003,06/06/2003,6,C2006/05106,0,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,07-03-00,25.5,97,35,,,,,,,,,,
2006,06/05/2006,5,C2006/05246,2,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,13/05/2007,,123,25,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,07/05/2006,5,C2006/05247,1,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,13/05/2007,,135,35,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,26/05/2006,5,C2006/05248,2,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,13/05/2007,,145,32,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2006,11/06/2006,6,C2006/05249,6,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,11/05/2007,,150,32,multiparus,,0,,,Ja,Preimplantationsperiod,,,
2006,11/06/2006,6,C2006/05250,7,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,16/05/2007,,165,28,multiparus,,0,,,Ja,Preimplantationsperiod,,,
2006,26/05/2006,5,C2006/05251,4,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,16/05/2007,,135,28,,,,,,Ja,Preimplantationsperiod,,,
2006,12/05/2006,5,C2006/05253,1,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,01/06/2007,,136,43,,,,,Nej,Nej,Organ saknas/ej bedömt,,,
2006,13/05/2006,5,C2006/05254,2,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,01/06/2007,,132,46,,,,,Nej,Nej,Organ saknas/ej bedömt,,,
2006,07/05/2006,5,C2006/05255,10,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,01/06/2007,,160,48,postpartum,,0,Ja,,Ja,Preimplantationsperiod,,,
2006,04/05/2006,5,C2006/05256,15,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,27/06/2007,121,212,20,,,,,,,,,,
2006,11/05/2006,5,C2006/05257,11,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,27/06/2007,113.2,192,40,,,,,,,,,,
2006,13/05/2006,5,C2006/05258,1,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,27/06/2007,,124,35,,,,,,,,,,
2006,12/05/2006,5,C2006/05259,5,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,27/06/2007,,150,38,juvenil,,0,Nej,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2006,18/05/2006,5,C2006/05260,0,Gråsäl,Hona,Fiskeredskap,Drunkning,,,x,04/07/2007,32.9,109.5,25,,,0,,,,Juvenil,Juvenil uterus,,
2006,18/05/2006,5,C2006/05261,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,05/07/2007,40.3,117.5,24,,,,,,,,,,
2006,19/11/2006,11,C2006/05262,8,Gråsäl,Hona,Strandad,Funnen död,M,EÖ,0,09/07/2007,,180,,,,x,,,Ja,Dräktig,,82,
2006,11/10/2006,10,C2006/05263,14,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,09/07/2007,,188,50,,,,,,,,,,
2006,11/10/2006,10,C2006/05265,12,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,10/07/2007,,182,40,,,,,,,,,,
