Sam,Collection date,Collection month,Individual ID,Age,Species = grey seal,Sex,How it was found,Cause of death,"County, see https://sv.wikipedia.org/wiki/L%C3%A4nsbokstav ","Sea area: BV= Bothnian Bay, BH= Bothnian Sea, EÖ= Main Baltic Proper, VH= Swedish West coast",,Autopsy date,Weight,Length,Blubber thickness,Status of the uterus,,Pregnant (x) or not (0),PS,CA,,Pregnancy status,,Fetus length from nose to tail,Fetus crown-rump length
Fyndår,Fynddatum,Fyndmånad,Nr,Ålder (formel),Art,Kön,Fyndomständighet,Dödsorsak,Län,Havsområde BV BH EÖ VH,Hel kropp 0/x,Undersökningsdatum,Kroppsvikt kg,Kroppslängd cm,Späck (mm),Uterusstatus,Uterus/Sten/Ockl/Leio,Dräktig 0/x,Placentaärr,CA,CL,Dräktighetsstatus HELCOM,Postpartum dräktig HELCOM,Foster längd (cm) nossvans,Foster längd (cm) crownrump
2010,30/05/2010,5,A2011/05296,4,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,22/06/2011,90,145.0,15,juvenil,,0,,,Ja,Preimplantationsperiod,Juvenil uterus,,
2010,30/05/2010,5,A2011/05297,4,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,30/06/2011,100,145.0,30,juvenil,,0,,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2010,30/05/2010,5,A2011/05298,16,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,22/06/2011,180,195.0,50,,,,,,,,,,
2010,30/05/2010,5,A2011/05299,3,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,22/06/2011,70,145.0,30,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2010,30/05/2010,5,A2011/05300,3,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,23/06/2011,110,147.0,35,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2010,01/10/2010,10,A2011/05301,13,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,28/06/2011,180,195.0,50,,,x,,Ja,Ja,Dräktig,,26.4,
2010,02/08/2010,8,A2011/05302,14,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,28/06/2011,250,210.0,60,,,,,,,,,,
2010,02/08/2010,8,A2011/05303,9,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,28/06/2011,,205.0,45,,,,,,,,,,
2010,13/04/2010,4,A2011/05304,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,30/06/2011,22.9,101,17,,,,,,,,,,
2010,11/07/2010,7,A2011/05305,4,Gråsäl,Hane,Jakt,Skjuten,X,BH,x,17/08/2011,86.8,164.0,25,,,,,,,,,,
2010,13/10/2010,10,A2011/05306,18,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,18/08/2011,,202.0,60,,,,,,,,,,
2010,23/05/2010,5,A2011/05307,6,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,18/08/2011,,180.0,50,,,,,,,,,,
2010,26/10/2010,10,A2011/05308,7,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,18/08/2011,150,180.0,40,,,,,,,,,,
2011,21/07/2011,7,A2011/05309,ej käke,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,18/08/2011,150,190,35,,,,,,,,,,
2011,07/07/2011,7,A2011/05310,5,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,25/08/2011,74.5,164,18,,,,,,,,,,
2011,08/06/2011,6,A2011/05335,0,Gråsäl,Hane,Fiskeredskap,Drunkning,M,EÖ,x,13/06/2011,34.7,116.5,18,,,,,,,,,,
2011,25/05/2011,5,A2011/05337,20,Gråsäl,Hona,Avlivad,Avlivad,X,BH,x,20/06/2011,94,160,28,postpart,,0,Ja,,Ja,Preimplantationsperiod,,,
2011,22/08/2011,8,A2011/05401,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,23/08/2011,49,127.5,30,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,25/04/2011,4,A2011/05403,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,0,31/08/2011,,99,35,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,2011-05-00,5,A2011/05404,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,0,31/08/2011,,101,30,,,,,,,,,,
2011,2011-05-00,5,A2011/05405,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,0,31/08/2011,,106,35,,,,,,,,,,
2011,2011-05-00,5,A2011/05406,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,0,31/08/2011,,100,22,juvenil,,,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2010,12/07/2010,7,A2011/05407,5,Gråsäl,Hane,Jakt,Skjuten,K,EÖ,0,27/07/2011,200,210.0,50,,,,,,,,,,
2011,19/05/2011,5,A2011/05408,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,26/09/2011,20,95.5,18,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,24/10/2011,10,A2011/05409,0,Gråsäl,Hona,Strandad,perforerad colon,AC,BV,0,28/10/2011,"36,9*",121*,22,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,23/10/2011,10,A2011/05410,0,Gråsäl,Hane,Fiskeredskap,Drunkning,M,EÖ,x,31/10/2011,37.3,124,17,,,,,,,,,,
2011,2011-05-00,5,A2011/05411,0,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,08/11/2011,34.7,114,25,,,,,,,,,,
2011,05/10/2011,10,A2011/05412,0,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,22/11/2011,42,122.5,23,,,,,,,,,,
2011,27/05/2011,5,A2011/05414,0,Gråsäl,Hona,Fiskeredskap,Drunkning,M,EÖ,x,01/09/2011,35.4,115,28,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,29/08/2011,8,A2011/05416,3,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,05/09/2011,59.9,148.5,20,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,30/08/2011,8,A2011/05417,7,Gråsäl,Hane,Strandad,Volvolus jejuni,M,EÖ,x,07/09/2011,126.6,197.5,14,,,,,,,,,,
2011,06/09/2011,9,A2011/05418,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,08/09/2011,51.2,134,24,,,,,,,,,,
2011,07/09/2011,9,A2011/05419,3,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,09/09/2011,89.6,154.5,25,juvenil,,0,Nej,Nej,Ja,Ej dräktig,Juvenil uterus,,
2011,03/09/2011,9,A2011/05428,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,14/09/2011,49.3,129.5,28,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,14/09/2011,9,A2011/05429,5,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,19/09/2011,94,175,22,,,,,,,,,,
2011,03/09/2011,9,A2011/05430,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,19/09/2011,62.8,144.5,28,,,,,,,,,,
2011,11/09/2011,9,A2011/05431,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,20/09/2011,90,164,20,,,,,,,,,,
2011,24/09/2011,9,A2011/05434,2,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,28/09/2011,60.4,143,29,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,26/09/2011,9,A2011/05436,6,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,29/09/2011,116.5,179,37,,,,,,,,,,
2011,29/09/2011,9,A2011/05439,7,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,03/10/2011,141.2,174,49,multiparous,,x,,Ja,Ja,Dräktig,,28,
2011,03/10/2011,10,A2011/05444,5,Gråsäl,Hane,Fiskeredskap,Drunkning,M,EÖ,x,10/10/2011,109,182,25,,,,,,,,,,
2011,08/10/2011,10,A2011/05445,3,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,12/10/2011,78.6,165,18,,,,,,,,,,
2011,19/10/2011,10,A2011/05534,3,Gråsäl,Hona,Fiskeredskap,Drunkning,BD,BV,x,03/11/2011,75.3,150.5,27,juvenil,,0,Nej,Nej,Ja,Ej dräktig,Juvenil uterus,,
2011,05/11/2011,11,A2011/05535,16,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,09/11/2011,137.9,192.5,28,,,,,,,,,,
2011,08/11/2011,11,A2011/05542,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,10/11/2011,45.6,132,20,,,,,,,,,,
2011,17/04/2011,4,A2011/05544,1,Gråsäl,Hona,Jakt,Skjuten,D,EÖ,0,14/11/2011,100,120,30,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,17/04/2011,4,A2011/05545,1,Gråsäl,Hona,Jakt,Skjuten,D,EÖ,0,14/11/2011,110,120,35,juvenil,,0,Nej,,,Juvenil,Juvenil uterus,,
2011,30/08/2011,8,A2011/05546,0,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,15/11/2011,66,134,40,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,06/10/2011,10,A2011/05547,5,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,15/11/2011,160,167,70,,,,,,,,,,
2011,20/04/2011,4,A2011/05548,0,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,10/01/2012,16.8,95,18,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,30/04/2011,4,A2011/05549,0,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,11/01/2012,17.7,96,15,,,,,,,,,,
2010,05/06/2010,6,A2011/05550,0,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,17/01/2012,24.2,103,15,,,,,,,,,,
2011,10/08/2011,8,A2011/05551,25,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,19/01/2012,120,180,50,,,x,,,Ja,Dräktig,,,2.5
2011,26/06/2011,6,A2011/05552,18,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,19/01/2012,140,195,35,,,,,,,,,,
2011,10/06/2011,6,A2011/05553,0,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,23/01/2012,40,130,30,,,,,,,,,,
2011,21/09/2011,9,A2011/05555,2,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,15/11/2011,73,146.5,36,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,12/12/2011,12,A2011/05588,19,Gråsäl,Hane,Jakt,Skjuten,H,EÖ,0,15/12/2011,223,202,43,,,,,,,,,,
2011,05/07/2011,7,A2012/05047,8,Gråsäl,Hona,Fiskeredskap,Drunkning,Y,BH,x,12/01/2012,92.6,165.5,34,multiparous,,x,,Ja,Ja,Dräktig,,,0.3
2011,27/12/2011,12,A2012/05048,15,Gråsäl,Hane,Strandad,Ileumperforation,M,EÖ,x,18/01/2012,111.8,192,10,,,,,,,,,,
2011,10/07/2011,7,A2012/05050,24,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,23/01/2012,135,220,30,,,,,,,,,,
2011,14/08/2011,8,A2012/05051,8,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,27/01/2012,110,170,50,,,,,,,,,,
2011,20/11/2011,11,A2012/05052,16,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,31/01/2012,,196,80,,,,,,,,,,
2009,2009-03-00,3,A2012/05053,0,Gråsäl,Hona,Fiskeredskap,Drunkning,X,BH,x,01/02/2012,11.8,84,13,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,2011-05-00,5,A2012/05054,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,01/02/2012,29.2,108,19,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,20/11/2011,11,A2012/05055,16,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,02/02/2012,,220,100,,,,,,,,,,
2011,14/10/2011,10,A2012/05056,13,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,02/02/2012,,210,50,,,,,,,,,,
2011,02/05/2011,5,A2012/05057,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,0,07/02/2012,27.8,103,37,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,25/04/2011,4,A2012/05058,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,0,07/02/2012,30.5,110,37,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,28/05/2011,5,A2012/05059,0,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,0,07/02/2012,32.2,114.5,33,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,23/01/2012,1,A2012/05060,2,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,25/01/2012,64.8,140.5,33,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,18/05/2011,5,A2012/05066,8,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,09/02/2012,150,170,40,multiparous,,,,Ja,Ja,Preimplantationsperiod,,,
2011,18/05/2011,5,A2012/05067,4,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,09/02/2012,165,170,30,,,,,,,,,,
2011,18/05/2011,5,A2012/05068,15,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,10/02/2012,120,150,60,multiparous,,0,,,Ja,Preimplantationsperiod,,,
2011,19/11/2011,11,A2012/05069,2,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,14/02/2012,,142,30,,,,,,,,,,
2011,19/11/2011,11,A2012/05070,8,Gråsäl,Hona,Jakt,Skjuten,Y,BH,0,14/02/2012,,157,40,,,x,,,Ja,Dräktig,,,
2011,10/06/2011,6,A2012/05071,ej käke,Gråsäl,Hane,Jakt,Skjuten,D,EÖ,0,16/02/2012,200,195,45,,,,,,,,,,
2011,10/06/2011,6,A2012/05072,0,Gråsäl,Hona,Jakt,Skjuten,D,EÖ,0,16/02/2012,50,100,40,juvenil,,0,Nej,,,Juvenil,Juvenil uterus,,
2011,16/05/2011,5,A2012/05073,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,21/02/2012,39.3,118.5,26,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,2011-05-00,5,A2012/05074,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,23/02/2012,31.3,112,20,,,,,,,,,,
2011,28/08/2011,8,A2012/05075,0,Gråsäl,Hane,Fiskeredskap,Avlivad i redskap,H,EÖ,x,06/03/2012,40.2,118.5,28,,,,,,,,,,
2011,14/07/2011,7,A2012/05078,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,15/02/2012,43.5,125,24,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,13/07/2011,7,A2012/05079,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,16/02/2012,47.7,128.5,28,,,,,,,,,,
2011,24/09/2011,,A2012/05081,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,21/02/2012,88.8,160.5,29,,,,,,,,,,
2011,18/05/2011,5,A2012/05085,3,Gråsäl,Hane,Strandad,Funnen död på strand,M,EÖ,x,07/03/2012,100,172.5,30,,,,,,,,,,
2011,24/04/2011,4,A2012/05262,0,Gråsäl,Hane,Fiskeredskap,Drunkning,X,BH,x,08/03/2012,16.4,85,15,,,,,,,,,,
2009,16/05/2009,5,A2012/05263,0,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,13/03/2012,28.3,108.5,18,,,,,,,,,,
2011,12/05/2011,5,A2012/05264,0,Gråsäl,Hane,Avlivad,klubbad,H,EÖ,x,14/03/2012,34.8,112.5,32,,,,,,,,,,
2011,21/07/2011,7,A2012/05265,0,Gråsäl,Hona,Fiskeredskap,Drunkning,M,EÖ,x,19/03/2012,32.5,109.5,34,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2010,16/04/2010,4,A2012/05266,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,21/03/2012,37.2,114,30,,,,,,,,,,
2011,11/09/2011,9,A2012/05267,9,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,11/04/2012,180,210,50,,,,,,,,,,
2011,18/05/2011,5,A2012/05268,4,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,11/04/2012,170,180,50,,,,,,,,,,
2011,18/05/2011,5,A2012/05269,15,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,13/04/2012,140,170,50,multiparous,,0,,,Ja,Preimplantationsperiod,,,
2011,18/05/2011,5,A2012/05270,ej käke,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,13/04/2012,155,185,50,,,,,,,,,,
2011,16/06/2011,6,A2012/05271,0,Gråsäl,Hane,Fiskeredskap,Drunkning,AC,BV,x,18/04/2012,29.8,108,19,,,,,,,,,,
2011,08/09/2011,9,A2012/05303,2,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,30/03/2012,73.8,157,25,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,23/05/2011,5,A2012/05323,14,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,20/04/2012,130,160,50,multiparous,,0,,Ja,Ja,Preimplantationsperiod,,,
2011,23/05/2011,5,A2012/05324,3,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,20/04/2012,140,160,60,,,,,,,,,,
2011,23/05/2011,5,A2012/05325,4,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,20/04/2012,170,170,60,juvenil,,0,,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2011,25/04/2011,4,A2012/05326,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,26/04/2012,32,111.5,26,,,,,,,,,,
2011,19/04/2011,4,A2012/05327,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,26/04/2012,16.9,96.5,13,,,,,,,,,,
2012,03/05/2012,5,A2012/05328,0,Gråsäl,Hane,Strandad,Funnen död på strand,AB,EÖ,x,04/05/2012,14.7,107,2,,,,,,,,,,
2012,02/03/2012,3,A2012/05329,0,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,07/05/2012,33.4,111.5,27,,,,,,,,,,
2012,06/05/2012,5,A2012/05330,0,Gråsäl,Hona,Fiskeredskap,Drunkning,AB,EÖ,x,11/05/2012,28.2,109.5,28,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2012,09/05/2012,5,A2012/05331,0,Gråsäl,Hona,Fiskeredskap,Drunkning,I,EÖ,x,22/05/2012,36.2,112,35,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,21/04/2011,4,A2012/05332,22,Gråsäl,Hane,Jakt,Skjuten,E,EÖ,0,22/05/2012,200,210,35,,,,,,,,,,
2011,03/10/2011,10,A2012/05333,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,19/04/2012,75,146.5,25,,,,,,,,,,
2011,24/09/2011,9,A2012/05360,4,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,25/04/2012,100,168,30,,,,,,,,,,
2012,2012-04-xx,4,A2012/05362,2,Gråsäl,Hane,Fiskeredskap,Drunkning,AB,EÖ,x,02/05/2012,88.6,154.5,24,,,,,,,,,,
2011,25/10/2011,10,A2012/05458,0,Gråsäl,Hona,Jakt,Skjuten,H,EÖ,0,22/05/2012,52,132,40,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,23/11/2011,11,A2012/05459,14,Gråsäl,Hane,Jakt,Skjuten,H,EÖ,0,23/05/2012,180,205,50,,,,,,,,,,
2011,17/04/2011,4,A2012/05460,4,Gråsäl,Hona,Jakt,Skjuten,D,EÖ,0,23/05/2012,190,160,50,juvenil,,0,,Nej,Ja,Preimplantationsperiod,Juvenil uterus,,
2011,24/04/2011,4,A2012/05461,6,Gråsäl,Hane,Jakt,Skjuten,E,EÖ,0,24/05/2012,190,188,40,,,,,,,,,,
2011,03/10/2011,10,A2012/05462,0,Gråsäl,Hona,Jakt,Skjuten,H,EÖ,0,24/05/2012,57,136,30,juvenil,,0,Nej,,,Juvenil,Juvenil uterus,,
2012,24/05/2012,5,A2012/05463,0,Gråsäl,Hane,Fiskeredskap,Drunkning,M,EÖ,x,29/05/2012,34.2,117,27,,,,,,,,,,
2011,29/10/2011,10,A2012/05464,19,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,29/05/2012,,197,55,,,,,,,,,,
2011,09/08/2011,8,A2012/05465,10,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,29/05/2012,107,193,30,,,,,,,,,,
2011,12/07/2011,7,A2012/05466,20,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,31/05/2012,91,170,53,multiparous,,,,,,,,,
2011,15/07/2011,7,A2012/05467,9,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,31/05/2012,105,182,30,,,,,,,,,,
2011,19/04/2011,4,A2012/05514,4,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,31/05/2012,,163,35,,,,,,,,,,
2011,11/09/2011,9,A2012/05515,6,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,01/06/2012,,198,60,,,,,,,,,,
2011,24/08/2011,8,A2012/05516,9,Gråsäl,Hona,Jakt,Skjuten,X,BH,0,01/06/2012,,173,55,,,x,,,Ja,Dräktig,,11.6,
2012,29/06/2012,6,A2012/05517,0,Gråsäl,Hona,Fiskeredskap,Drunkning,AC,BV,x,15/08/2012,26.1,102.5,25,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2011,30/06/2011,6,A2012/05518,11,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,21/08/2012,100,190,40,,,,,,,,,,
2011,18/07/2011,7,A2012/05519,11,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,21/08/2012,112,160,60,multiparous,,0,,,Ja,Preimplantationsperiod,,,
2011,11/11/2011,11,A2012/05520,7,Gråsäl,Hona,Jakt,Skjuten,BD,BV,0,21/08/2012,160,170,60,juvenil ,,0,,Nej,Ja,,Juvenil uterus,,
2011,21/08/2011,8,A2012/05521,5,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,21/08/2012,120,170,50,,,,,,,,,,
2011,21/08/2011,8,A2012/05522,4,Gråsäl,Hane,Jakt,Skjuten,BD,BV,0,22/08/2012,100,150,30,,,,,,,,,,
2012,29/05/2010,5,A2012/05523,0,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,22/08/2012,27.9,110,28,,,,,,,,,,
2012,30/07/2012,7,A2012/05599,0,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,08/08/2012,46.9,127,30,,,,,,,,,,
2012,30/07/2012,7,A2012/05600,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,09/08/2012,48.3,129,29,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2012,12/08/2012,8,A2012/05603,6,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,15/08/2012,107.7,189.5,27,,,,,,,,,,
2012,21/08/2012,8,A2012/05640,6,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,23/08/2012,102,179.5,24,,,,,,,,,,
2011,29/10/2011,10,A2012/05643,9,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,28/08/2012,,200,50,,,,,,,,,,
2012,19/05/2012,5,A2012/05644,16,Gråsäl,Hane,Jakt,Skjuten,X,BH,0,28/08/2012,110,194,30,,,,,,,,,,
2012,01/05/2012,5,A2012/05645,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,30/08/2012,22.2,100,19,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2012,17/04/2012,4,A2012/05646,0,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,04/09/2012,16,102,3,,,,,,,,,,
2012,20/05/2012,5,A2012/05647,0,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,04/09/2012,18,89,11,,,,,,,,,,
2012,20/05/2012,5,A2012/05648,0,Gråsäl,Hona,Jakt,Skjuten,AC,BV,0,04/09/2012,18,85,10,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2012,09/05/2012,5,A2012/05649,0,Gråsäl,Hane,Jakt,Skjuten,AC,BV,0,04/09/2012,29,112,40,,,,,,,,,,
2012,25/08/2012,8,A2012/05650,2,Gråsäl,Hane,Fiskeredskap,Drunkning,Y,BH,x,10/09/2012,60.4,152,20,,,,,,,,,,
2012,25/07/2012,7,A2012/05651,10,Gråsäl,Hona,Jakt,Skjuten,Y,BH,0,12/09/2012,,167,60,multiparous,,x,,,Ja,Dräktig,,,3.1
2012,11/08/2012,8,A2012/05652,8,Gråsäl,Hane,Jakt,Skjuten,Y,BH,0,13/09/2012,,188,50,,,,,,,,,,
2012,16/08/2012,8,A2012/05660,3,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,03/09/2012,69.5,151.5,29,,,,,,,,,,
2012,11/09/2012,9,A2012/05719,3,Gråsäl,Hane,Fiskeredskap,Drunkning,M,EÖ,x,13/09/2012,70.4,151,29,,,,,,,,,,
2012,10/09/2012,9,A2012/05720,2,Gråsäl,Hona,Fiskeredskap,Drunkning,E,EÖ,x,14/09/2012,64.2,151,29,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2012,27/08/2012,8,A2012/05735,7,Gråsäl,Hane,Jakt,Skjuten,H,EÖ,0,27/09/2012,120,180,40,,,,,,,,,,
2012,30/05/2012,5,A2012/05736,26,Gråsäl,Hane,Jakt,Skjuten,D,EÖ,0,28/09/2012,180,200,40,,,,,,,,,,
2012,23/08/2012,8,A2012/05738,0,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,03/10/2012,45.2,122,32,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2012,21/04/2011,4,A2012/05739,0,Gråsäl,Hona,Strandad,"Funnen död, svält",D,EÖ,x,18/10/2012,10.8,96,3,juvenil,,0,Nej,Nej,Nej,Juvenil,Juvenil uterus,,
2012,10/09/2012,9,A2012/05740,2,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,18/09/2012,84.7,163.5,30,,,,,,,,,,
2012,31/08/2012,8,A2012/05741,3,Gråsäl,Hane,Fiskeredskap,Drunkning,E,EÖ,x,20/09/2012,81,163,28,,,,,,,,,,
2012,13/07/2012,7,A2012/05746,5,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,24/09/2012,101.2,180,17,,,,,,,,,,
2012,24/09/2012,9,A2012/05754,1,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,25/09/2012,60.2,147,27,,,,,,,,,,
2012,20/09/2012,9,A2012/05755,4,Gråsäl,Hona,Fiskeredskap,Drunkning,H,EÖ,x,25/09/2012,87,156.5,45,juvenil,,0,,Nej,Ja,Ej dräktig,Juvenil uterus,,
2012,20/09/2012,9,A2012/05756,2,Gråsäl,Hane,Fiskeredskap,Drunkning,H,EÖ,x,26/09/2012,81,159,38,,,,,,,,,,
